Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN33040604	WHP6705-H2-iseq	WHP6705-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	360	PRJNA930974
SAMN33040605	WHP6706-H2-iseq	WHP6706-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	328	PRJNA930974
SAMN33040606	WHP6707-H2-iseq	WHP6707-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	352	PRJNA930974
SAMN33040607	WHP6708-H2-iseq	WHP6708-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	333	PRJNA930974
SAMN33040608	WHP6710-H2-iseq	WHP6710-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	358	PRJNA930974
SAMN33040609	WHP6711-H2-iseq	WHP6711-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	331	PRJNA930974
SAMN33040610	WHP6712-H2-iseq	WHP6712-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	335	PRJNA930974
SAMN33040611	WHP6713-H2-iseq	WHP6713-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	341	PRJNA930974
SAMN33040612	WHP6714-H2-iseq	WHP6714-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	338	PRJNA930974
SAMN33040613	WHP6715-H2-iseq	WHP6715-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	354	PRJNA930974
SAMN33040614	WHP6716-H2-iseq	WHP6716-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	353	PRJNA930974
SAMN33040615	WHP6718-H2-iseq	WHP6718-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	342	PRJNA930974
SAMN33040616	WHP6719-H2-iseq	WHP6719-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	359	PRJNA930974
SAMN33040617	WHP6720-H2-iseq	WHP6720-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	356	PRJNA930974
SAMN33040618	WHP6721-H2-iseq	WHP6721-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	336	PRJNA930974
SAMN33040619	WHP6722-H2-iseq	WHP6722-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	346	PRJNA930974
SAMN33040620	WHP6723-H2-iseq	WHP6723-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	355	PRJNA930974
SAMN33040621	WHP6724-H2-iseq	WHP6724-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	345	PRJNA930974
SAMN33040622	WHP6725-H2-iseq	WHP6725-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	361	PRJNA930974
SAMN33040623	WHP6726-H2-iseq	WHP6726-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	349	PRJNA930974
SAMN33040624	WHP6727-H2-iseq	WHP6727-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	327	PRJNA930974
SAMN33040625	WHP6731-H2-iseq	WHP6731-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	357	PRJNA930974
SAMN33040626	WHP6735-H2-iseq	WHP6735-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	339	PRJNA930974
SAMN33040627	WHP6765-H2-iseq	WHP6765-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	373	PRJNA930974
SAMN33040628	WHP6772-H2-iseq	WHP6772-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	376	PRJNA930974
SAMN33040629	WHP6775-H2-iseq	WHP6775-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	375	PRJNA930974
SAMN33040630	WHP6779-H2-iseq	WHP6779-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	372	PRJNA930974
SAMN33040631	WHP6782-H2-iseq	WHP6782-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	374	PRJNA930974
SAMN33040632	WHP6802-H2-iseq	WHP6802-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	384	PRJNA930974
SAMN33040633	WHP6804-H2-iseq	WHP6804-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	380	PRJNA930974
SAMN33040634	WHP6805-H2-iseq	WHP6805-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2796	PRJNA930974
SAMN33040635	WHP6807-H2-iseq	WHP6807-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	387	PRJNA930974
SAMN33040636	WHP6809-H2-iseq	WHP6809-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	388	PRJNA930974
SAMN33040637	WHP6811-H2-iseq	WHP6811-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	382	PRJNA930974
SAMN33040638	WHP6812-H2-iseq	WHP6812-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	378	PRJNA930974
SAMN33040639	WHP6813-H2-iseq	WHP6813-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	385	PRJNA930974
SAMN33040640	WHP6814-H2-iseq	WHP6814-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	383	PRJNA930974
SAMN33040641	WHP6815-H2-iseq	WHP6815-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	379	PRJNA930974
SAMN33040642	WHP6817-H2-iseq	WHP6817-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	377	PRJNA930974
SAMN33040643	WHP6818-H2-iseq	WHP6818-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	381	PRJNA930974
SAMN33040644	WHP6819-H2-iseq	WHP6819-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	389	PRJNA930974
SAMN33040645	WHP6830-H2-iseq	WHP6830-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	386	PRJNA930974
SAMN33040646	WHP6859-H2-iseq	WHP6859-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	394	PRJNA930974
SAMN33040647	WHP6862-H2-iseq	WHP6862-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	391	PRJNA930974
SAMN33040648	WHP6864-H2-iseq	WHP6864-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2797	PRJNA930974
SAMN33040649	WHP6866-H2-iseq	WHP6866-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	390	PRJNA930974
SAMN33040650	WHP6868-H2-iseq	WHP6868-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	393	PRJNA930974
SAMN33040651	WHP6870-H2-iseq	WHP6870-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	392	PRJNA930974
SAMN33040652	WHP6871-H2-iseq	WHP6871-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	396	PRJNA930974
SAMN33040653	WHP6872-H2-iseq	WHP6872-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	397	PRJNA930974
SAMN33040654	WHP6876-H2-iseq	WHP6876-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	395	PRJNA930974
SAMN33040655	WHP6878-H2-iseq	WHP6878-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	399	PRJNA930974
SAMN33040656	WHP6880-H2-iseq	WHP6880-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	398	PRJNA930974
SAMN33040657	WHP6901-H2-iseq	WHP6901-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	401	PRJNA930974
SAMN33040658	WHP6902-H2-iseq	WHP6902-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	400	PRJNA930974
SAMN33040659	WHP6930-H2-iseq	WHP6930-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	431	PRJNA930974
SAMN33040660	WHP6932-H2-iseq	WHP6932-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2798	PRJNA930974
SAMN33040661	WHP6933-H2-iseq	WHP6933-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	424	PRJNA930974
SAMN33040662	WHP6934-H2-iseq	WHP6934-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	426	PRJNA930974
SAMN33040663	WHP6936-H2-iseq	WHP6936-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	409	PRJNA930974
SAMN33040664	WHP6937-H2-iseq	WHP6937-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2799	PRJNA930974
SAMN33040665	WHP6940-H2-iseq	WHP6940-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2800	PRJNA930974
SAMN33040666	WHP6941-H2-iseq	WHP6941-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	417	PRJNA930974
SAMN33040667	WHP6942-H2-iseq	WHP6942-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	415	PRJNA930974
SAMN33040668	WHP6944-H2-iseq	WHP6944-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	408	PRJNA930974
SAMN33040669	WHP6945-H2-iseq	WHP6945-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	416	PRJNA930974
SAMN33040670	WHP6946-H2-iseq	WHP6946-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	410	PRJNA930974
SAMN33040671	WHP6947-H2-iseq	WHP6947-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	405	PRJNA930974
SAMN33040672	WHP6949-H2-iseq	WHP6949-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	402	PRJNA930974
SAMN33040673	WHP6951-H2-iseq	WHP6951-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	411	PRJNA930974
SAMN33040674	WHP6952-H2-iseq	WHP6952-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	403	PRJNA930974
SAMN33040675	WHP6953-H2-iseq	WHP6953-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	414	PRJNA930974
SAMN33040676	WHP6956-H2-iseq	WHP6956-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	428	PRJNA930974
SAMN33040677	WHP6957-H2-iseq	WHP6957-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	418	PRJNA930974
SAMN33040678	WHP6958-H2-iseq	WHP6958-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	427	PRJNA930974
SAMN33040679	WHP6959-H2-iseq	WHP6959-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	430	PRJNA930974
SAMN33040680	WHP6960-H2-iseq	WHP6960-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	419	PRJNA930974
SAMN33040681	WHP6961-H2-iseq	WHP6961-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	432	PRJNA930974
SAMN33040682	WHP6987-A4v1	WHP6987-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	404	PRJNA930974
SAMN33040683	WHP6988-A4v1	WHP6988-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	412	PRJNA930974
SAMN33040684	WHP6989-A4v1	WHP6989-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	406	PRJNA930974
SAMN33040685	WHP6991-A4v1	WHP6991-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	407	PRJNA930974
SAMN33040686	WHP6992-A4v1	WHP6992-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	413	PRJNA930974
SAMN33040687	WHP6993-A4v1	WHP6993-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	420	PRJNA930974
SAMN33040688	WHP6994-A4v1	WHP6994-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	429	PRJNA930974
SAMN33040689	WHP6996-A4v1	WHP6996-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	421	PRJNA930974
SAMN33040690	WHP6997-A4v1	WHP6997-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	425	PRJNA930974
SAMN33040691	WHP6998-A4v1	WHP6998-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	423	PRJNA930974
SAMN33040692	WHP7000-A4v1	WHP7000-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	433	PRJNA930974
SAMN33040693	WHP7003-A4v1	WHP7003-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	440	PRJNA930974
SAMN33040694	WHP7004-A4v1	WHP7004-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	450	PRJNA930974
SAMN33040695	WHP7005-A4v1	WHP7005-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	438	PRJNA930974
SAMN33040696	WHP7006-A4v1	WHP7006-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	435	PRJNA930974
SAMN33040697	WHP7007-A4v1	WHP7007-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	436	PRJNA930974
SAMN33040698	WHP7008-A4v1	WHP7008-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	448	PRJNA930974
SAMN33040699	WHP7009-A4v1	WHP7009-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	439	PRJNA930974
SAMN33040700	WHP7010-A4v1	WHP7010-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	442	PRJNA930974
SAMN33040701	WHP7011-A4v1	WHP7011-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	447	PRJNA930974
SAMN33040702	WHP7012-A4v1	WHP7012-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	444	PRJNA930974
SAMN33040703	WHP7013-A4v1	WHP7013-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	434	PRJNA930974
SAMN33040704	WHP7014-A4v1	WHP7014-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	449	PRJNA930974
SAMN33040705	WHP7016-A4v1	WHP7016-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	441	PRJNA930974
SAMN33040706	WHP7017-A4v1	WHP7017-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2801	PRJNA930974
SAMN33040707	WHP7019-A4v1	WHP7019-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	445	PRJNA930974
SAMN33040708	WHP7020-A4v1	WHP7020-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	443	PRJNA930974
SAMN33040709	WHP7021-A4v1	WHP7021-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	446	PRJNA930974
SAMN33040710	WHP7022-A4v1	WHP7022-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	437	PRJNA930974
SAMN33040711	WHP7023-A4v1	WHP7023-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	459	PRJNA930974
SAMN33040712	WHP7024-A4v1	WHP7024-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	458	PRJNA930974
SAMN33040713	WHP7025-A4v1	WHP7025-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	452	PRJNA930974
SAMN33040714	WHP7026-A4v1	WHP7026-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	460	PRJNA930974
SAMN33040715	WHP7027-A4v1	WHP7027-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	456	PRJNA930974
SAMN33040716	WHP7028-A4v1	WHP7028-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	457	PRJNA930974
SAMN33040717	WHP7029-A4v1	WHP7029-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	422	PRJNA930974
SAMN33040718	WHP7030-A4v1	WHP7030-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	455	PRJNA930974
SAMN33040719	WHP7031-A4v1	WHP7031-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	461	PRJNA930974
SAMN33040720	WHP7032-A4v1	WHP7032-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	454	PRJNA930974
SAMN33040721	WHP7033-A4v1	WHP7033-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	451	PRJNA930974
SAMN33040722	WHP7034-A4v1	WHP7034-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	453	PRJNA930974
SAMN33040723	WHP7063-H2-iseq	WHP7063-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	464	PRJNA930974
SAMN33040724	WHP7064-H2-iseq	WHP7064-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	465	PRJNA930974
SAMN33040725	WHP7079-H2-iseq	WHP7079-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	462	PRJNA930974
SAMN33040726	WHP7081-H2-iseq	WHP7081-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	463	PRJNA930974
SAMN33040727	WHP7092-H2-iseq	WHP7092-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	282	PRJNA930974
SAMN33040728	WHP7113-H2-iseq	WHP7113-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	283	PRJNA930974
SAMN33040729	WHP7114-H2-iseq	WHP7114-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	284	PRJNA930974
SAMN33040730	WHP7116-H2-iseq	WHP7116-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	285	PRJNA930974
SAMN33040731	WHP7117-H2-iseq	WHP7117-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	281	PRJNA930974
SAMN33040732	WHP7118-H2-iseq	WHP7118-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	469	PRJNA930974
SAMN33040733	WHP7120-H2-iseq	WHP7120-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	471	PRJNA930974
SAMN33040734	WHP7122-H2-iseq	WHP7122-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	473	PRJNA930974
SAMN33040735	WHP7123-H2-iseq	WHP7123-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	474	PRJNA930974
SAMN33040736	WHP7124-H2-iseq	WHP7124-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	479	PRJNA930974
SAMN33040737	WHP7125-H2-iseq	WHP7125-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	476	PRJNA930974
SAMN33040738	WHP7126-H2-iseq	WHP7126-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	466	PRJNA930974
SAMN33040739	WHP7128-H2-iseq	WHP7128-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	468	PRJNA930974
SAMN33040740	WHP7131-H2-iseq	WHP7131-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	467	PRJNA930974
SAMN33040741	WHP7132-H2-iseq	WHP7132-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	475	PRJNA930974
SAMN33040742	WHP7134-H2-iseq	WHP7134-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	470	PRJNA930974
SAMN33040743	WHP7135-H2-iseq	WHP7135-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	478	PRJNA930974
SAMN33040744	WHP7136-H2-iseq	WHP7136-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	477	PRJNA930974
SAMN33040745	WHP7138-H2-iseq	WHP7138-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	472	PRJNA930974
SAMN33040746	WHP7207-H2-iseq	WHP7207-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	2779	PRJNA930974
SAMN33040747	WHP7218-H2-iseq	WHP7218-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	523	PRJNA930974
SAMN33040748	WHP7220-H2-iseq	WHP7220-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	522	PRJNA930974
SAMN33040749	WHP7224-A4v1	WHP7224-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	280	PRJNA930974
SAMN33040750	WHP7225-A4v1	WHP7225-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	480	PRJNA930974
SAMN33040751	WHP7269-A4v1	WHP7269-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	481	PRJNA930974
SAMN33040752	WHP7272-A4v1	WHP7272-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	290	PRJNA930974
SAMN33040753	WHP7274-A4v1	WHP7274-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	291	PRJNA930974
SAMN33040754	WHP7280-A4v1	WHP7280-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	293	PRJNA930974
SAMN33040755	WHP7281-A4v1	WHP7281-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	294	PRJNA930974
SAMN33040756	WHP7282-A4v1	WHP7282-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	515	PRJNA930974
SAMN33040757	WHP7283-A4v1	WHP7283-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	516	PRJNA930974
SAMN33040758	WHP7284-A4v1	WHP7284-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2809	PRJNA930974
SAMN33040759	WHP7286-A4v1	WHP7286-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2810	PRJNA930974
SAMN33040760	WHP7288-A4v1	WHP7288-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	517	PRJNA930974
SAMN33040761	WHP7289-A4v1	WHP7289-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	518	PRJNA930974
SAMN33040762	WHP7294-A4v1	WHP7294-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	521	PRJNA930974
SAMN33040763	WHP7295-A4v1	WHP7295-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	519	PRJNA930974
SAMN33040764	WHP7296-A4v1	WHP7296-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2811	PRJNA930974
SAMN33040765	WHP7297-A4v1	WHP7297-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	520	PRJNA930974
SAMN33040766	WHP7301-A4v1	WHP7301-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2778	PRJNA930974
SAMN33040767	WHP7324-A4v1	WHP7324-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2804	PRJNA930974
SAMN33040768	WHP7325-A4v1	WHP7325-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	482	PRJNA930974
SAMN33040769	WHP7328-A4v1	WHP7328-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	484	PRJNA930974
SAMN33040770	WHP7329-A4v1	WHP7329-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2802	PRJNA930974
SAMN33040771	WHP7330-A4v1	WHP7330-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	485	PRJNA930974
SAMN33040772	WHP7332-A4v1	WHP7332-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	483	PRJNA930974
SAMN33040773	WHP7336-A4v1	WHP7336-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	490	PRJNA930974
SAMN33040774	WHP7337-A4v1	WHP7337-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	492	PRJNA930974
SAMN33040775	WHP7338-A4v1	WHP7338-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	495	PRJNA930974
SAMN33040776	WHP7340-A4v1	WHP7340-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	491	PRJNA930974
SAMN33040777	WHP7341-A4v1	WHP7341-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	487	PRJNA930974
SAMN33040778	WHP7343-A4v1	WHP7343-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	493	PRJNA930974
SAMN33040779	WHP7345-A4v1	WHP7345-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	496	PRJNA930974
SAMN33040780	WHP7346-A4v1	WHP7346-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	486	PRJNA930974
SAMN33040781	WHP7347-A4v1	WHP7347-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2805	PRJNA930974
SAMN33040782	WHP7348-A4v1	WHP7348-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	489	PRJNA930974
SAMN33040783	WHP7349-A4v1	WHP7349-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	494	PRJNA930974
SAMN33040784	WHP7350-A4v1	WHP7350-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	488	PRJNA930974
SAMN33040785	WHP7351-A4v1	WHP7351-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	287	PRJNA930974
SAMN33040786	WHP7357-A4v1	WHP7357-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	503	PRJNA930974
SAMN33040787	WHP7359-A4v1	WHP7359-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	504	PRJNA930974
SAMN33040788	WHP7362-A4v1	WHP7362-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	500	PRJNA930974
SAMN33040789	WHP7363-A4v1	WHP7363-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2807	PRJNA930974
SAMN33040790	WHP7364-A4v1	WHP7364-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	505	PRJNA930974
SAMN33040791	WHP7365-A4v1	WHP7365-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	497	PRJNA930974
SAMN33040792	WHP7366-A4v1	WHP7366-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2808	PRJNA930974
SAMN33040793	WHP7367-A4v1	WHP7367-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	506	PRJNA930974
SAMN33040794	WHP7368-A4v1	WHP7368-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	498	PRJNA930974
SAMN33040795	WHP7369-A4v1	WHP7369-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	288	PRJNA930974
SAMN33040796	WHP7370-A4v1	WHP7370-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	502	PRJNA930974
SAMN33040797	WHP7371-A4v1	WHP7371-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2803	PRJNA930974
SAMN33040798	WHP7372-A4v1	WHP7372-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	499	PRJNA930974
SAMN33040799	WHP7373-A4v1	WHP7373-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	2806	PRJNA930974
SAMN33040800	WHP7374-A4v1	WHP7374-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	501	PRJNA930974
SAMN33040801	WHP7380-A4v1	WHP7380-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	513	PRJNA930974
SAMN33040802	WHP7381-A4v1	WHP7381-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	511	PRJNA930974
SAMN33040803	WHP7382-A4v1	WHP7382-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	507	PRJNA930974
SAMN33040804	WHP7399-A4v1	WHP7399-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	289	PRJNA930974
SAMN33040805	WHP7401-A4v1	WHP7401-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	509	PRJNA930974
SAMN33040806	WHP7402-A4v1	WHP7402-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	514	PRJNA930974
SAMN33040807	WHP7403-A4v1	WHP7403-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	512	PRJNA930974
SAMN33040808	WHP7405-A4v1	WHP7405-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	510	PRJNA930974
SAMN33040809	WHP7406-A4v1	WHP7406-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	508	PRJNA930974
SAMN33040810	WHP7411-A4v1	WHP7411-A4v1	Severe acute respiratory syndrome coronavirus 2	2697049	286	PRJNA930974
SAMN33040811	WHP7435-H2-iseq	WHP7435-H2-iseq	Severe acute respiratory syndrome coronavirus 2	2697049	524	PRJNA930974
