Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN33039792	WHP3980	WHP3980	Severe acute respiratory syndrome coronavirus 2	2697049	2362	PRJNA930974
SAMN33039793	WHP3981	WHP3981	Severe acute respiratory syndrome coronavirus 2	2697049	2363	PRJNA930974
SAMN33039794	WHP3982	WHP3982	Severe acute respiratory syndrome coronavirus 2	2697049	2366	PRJNA930974
SAMN33039795	WHP3983	WHP3983	Severe acute respiratory syndrome coronavirus 2	2697049	2368	PRJNA930974
SAMN33039796	WHP3986	WHP3986	Severe acute respiratory syndrome coronavirus 2	2697049	2344	PRJNA930974
SAMN33039797	WHP3987	WHP3987	Severe acute respiratory syndrome coronavirus 2	2697049	2348	PRJNA930974
SAMN33039798	WHP3988	WHP3988	Severe acute respiratory syndrome coronavirus 2	2697049	2350	PRJNA930974
SAMN33039799	WHP3989	WHP3989	Severe acute respiratory syndrome coronavirus 2	2697049	2349	PRJNA930974
SAMN33039800	WHP3990	WHP3990	Severe acute respiratory syndrome coronavirus 2	2697049	2352	PRJNA930974
SAMN33039801	WHP3991	WHP3991	Severe acute respiratory syndrome coronavirus 2	2697049	2353	PRJNA930974
SAMN33039802	WHP3992	WHP3992	Severe acute respiratory syndrome coronavirus 2	2697049	2351	PRJNA930974
SAMN33039803	WHP3993	WHP3993	Severe acute respiratory syndrome coronavirus 2	2697049	2360	PRJNA930974
SAMN33039804	WHP3994	WHP3994	Severe acute respiratory syndrome coronavirus 2	2697049	2400	PRJNA930974
SAMN33039805	WHP3995	WHP3995	Severe acute respiratory syndrome coronavirus 2	2697049	2402	PRJNA930974
SAMN33039806	WHP3997	WHP3997	Severe acute respiratory syndrome coronavirus 2	2697049	2404	PRJNA930974
SAMN33039807	WHP3998	WHP3998	Severe acute respiratory syndrome coronavirus 2	2697049	2342	PRJNA930974
SAMN33039808	WHP3999	WHP3999	Severe acute respiratory syndrome coronavirus 2	2697049	2345	PRJNA930974
SAMN33039809	WHP4000	WHP4000	Severe acute respiratory syndrome coronavirus 2	2697049	2343	PRJNA930974
SAMN33039810	WHP4001	WHP4001	Severe acute respiratory syndrome coronavirus 2	2697049	2346	PRJNA930974
SAMN33039811	WHP4003	WHP4003	Severe acute respiratory syndrome coronavirus 2	2697049	2347	PRJNA930974
SAMN33039812	WHP4004	WHP4004	Severe acute respiratory syndrome coronavirus 2	2697049	2364	PRJNA930974
SAMN33039813	WHP4005	WHP4005	Severe acute respiratory syndrome coronavirus 2	2697049	2365	PRJNA930974
SAMN33039814	WHP4006	WHP4006	Severe acute respiratory syndrome coronavirus 2	2697049	2370	PRJNA930974
SAMN33039815	WHP4007	WHP4007	Severe acute respiratory syndrome coronavirus 2	2697049	2375	PRJNA930974
SAMN33039816	WHP4008	WHP4008	Severe acute respiratory syndrome coronavirus 2	2697049	2378	PRJNA930974
SAMN33039817	WHP4009	WHP4009	Severe acute respiratory syndrome coronavirus 2	2697049	2382	PRJNA930974
SAMN33039818	WHP4010	WHP4010	Severe acute respiratory syndrome coronavirus 2	2697049	2385	PRJNA930974
SAMN33039819	WHP4011	WHP4011	Severe acute respiratory syndrome coronavirus 2	2697049	2386	PRJNA930974
SAMN33039820	WHP4019	WHP4019	Severe acute respiratory syndrome coronavirus 2	2697049	2407	PRJNA930974
SAMN33039821	WHP4021	WHP4021	Severe acute respiratory syndrome coronavirus 2	2697049	2445	PRJNA930974
SAMN33039822	WHP4022	WHP4022	Severe acute respiratory syndrome coronavirus 2	2697049	2446	PRJNA930974
SAMN33039823	WHP4024	WHP4024	Severe acute respiratory syndrome coronavirus 2	2697049	2447	PRJNA930974
SAMN33039824	WHP4026	WHP4026	Severe acute respiratory syndrome coronavirus 2	2697049	2448	PRJNA930974
SAMN33039825	WHP4027	WHP4027	Severe acute respiratory syndrome coronavirus 2	2697049	2449	PRJNA930974
SAMN33039826	WHP4028	WHP4028	Severe acute respiratory syndrome coronavirus 2	2697049	2450	PRJNA930974
SAMN33039827	WHP4029	WHP4029	Severe acute respiratory syndrome coronavirus 2	2697049	2451	PRJNA930974
SAMN33039828	WHP4030	WHP4030	Severe acute respiratory syndrome coronavirus 2	2697049	2437	PRJNA930974
SAMN33039829	WHP4032	WHP4032	Severe acute respiratory syndrome coronavirus 2	2697049	2439	PRJNA930974
SAMN33039830	WHP4034	WHP4034	Severe acute respiratory syndrome coronavirus 2	2697049	2440	PRJNA930974
SAMN33039831	WHP4036	WHP4036	Severe acute respiratory syndrome coronavirus 2	2697049	2441	PRJNA930974
SAMN33039832	WHP4037	WHP4037	Severe acute respiratory syndrome coronavirus 2	2697049	2442	PRJNA930974
SAMN33039833	WHP4038	WHP4038	Severe acute respiratory syndrome coronavirus 2	2697049	2443	PRJNA930974
SAMN33039834	WHP4040	WHP4040	Severe acute respiratory syndrome coronavirus 2	2697049	2431	PRJNA930974
SAMN33039835	WHP4041	WHP4041	Severe acute respiratory syndrome coronavirus 2	2697049	2429	PRJNA930974
SAMN33039836	WHP4044	WHP4044	Severe acute respiratory syndrome coronavirus 2	2697049	2432	PRJNA930974
SAMN33039837	WHP4045	WHP4045	Severe acute respiratory syndrome coronavirus 2	2697049	2433	PRJNA930974
SAMN33039838	WHP4046	WHP4046	Severe acute respiratory syndrome coronavirus 2	2697049	2434	PRJNA930974
SAMN33039839	WHP4047	WHP4047	Severe acute respiratory syndrome coronavirus 2	2697049	2435	PRJNA930974
SAMN33039840	WHP4049	WHP4049	Severe acute respiratory syndrome coronavirus 2	2697049	2436	PRJNA930974
SAMN33039841	WHP4050	WHP4050	Severe acute respiratory syndrome coronavirus 2	2697049	2418	PRJNA930974
SAMN33039842	WHP4051	WHP4051	Severe acute respiratory syndrome coronavirus 2	2697049	2392	PRJNA930974
SAMN33039843	WHP4052	WHP4052	Severe acute respiratory syndrome coronavirus 2	2697049	2420	PRJNA930974
SAMN33039844	WHP4053	WHP4053	Severe acute respiratory syndrome coronavirus 2	2697049	2422	PRJNA930974
SAMN33039845	WHP4054	WHP4054	Severe acute respiratory syndrome coronavirus 2	2697049	2423	PRJNA930974
SAMN33039846	WHP4055	WHP4055	Severe acute respiratory syndrome coronavirus 2	2697049	2424	PRJNA930974
SAMN33039847	WHP4056	WHP4056	Severe acute respiratory syndrome coronavirus 2	2697049	2425	PRJNA930974
SAMN33039848	WHP4057	WHP4057	Severe acute respiratory syndrome coronavirus 2	2697049	2426	PRJNA930974
SAMN33039849	WHP4058	WHP4058	Severe acute respiratory syndrome coronavirus 2	2697049	2427	PRJNA930974
SAMN33039850	WHP4059	WHP4059	Severe acute respiratory syndrome coronavirus 2	2697049	2428	PRJNA930974
SAMN33039851	WHP4060	WHP4060	Severe acute respiratory syndrome coronavirus 2	2697049	2408	PRJNA930974
SAMN33039852	WHP4061	WHP4061	Severe acute respiratory syndrome coronavirus 2	2697049	2409	PRJNA930974
SAMN33039853	WHP4062	WHP4062	Severe acute respiratory syndrome coronavirus 2	2697049	2411	PRJNA930974
SAMN33039854	WHP4063	WHP4063	Severe acute respiratory syndrome coronavirus 2	2697049	2412	PRJNA930974
SAMN33039855	WHP4064	WHP4064	Severe acute respiratory syndrome coronavirus 2	2697049	2413	PRJNA930974
SAMN33039856	WHP4066	WHP4066	Severe acute respiratory syndrome coronavirus 2	2697049	2414	PRJNA930974
SAMN33039857	WHP4067	WHP4067	Severe acute respiratory syndrome coronavirus 2	2697049	2415	PRJNA930974
SAMN33039858	WHP4068	WHP4068	Severe acute respiratory syndrome coronavirus 2	2697049	2416	PRJNA930974
SAMN33039859	WHP4069	WHP4069	Severe acute respiratory syndrome coronavirus 2	2697049	2417	PRJNA930974
SAMN33039860	WHP4070	WHP4070	Severe acute respiratory syndrome coronavirus 2	2697049	2393	PRJNA930974
SAMN33039861	WHP4071	WHP4071	Severe acute respiratory syndrome coronavirus 2	2697049	2394	PRJNA930974
SAMN33039862	WHP4072	WHP4072	Severe acute respiratory syndrome coronavirus 2	2697049	2395	PRJNA930974
SAMN33039863	WHP4073	WHP4073	Severe acute respiratory syndrome coronavirus 2	2697049	2396	PRJNA930974
SAMN33039864	WHP4074	WHP4074	Severe acute respiratory syndrome coronavirus 2	2697049	2398	PRJNA930974
SAMN33039865	WHP4075	WHP4075	Severe acute respiratory syndrome coronavirus 2	2697049	2401	PRJNA930974
SAMN33039866	WHP4076	WHP4076	Severe acute respiratory syndrome coronavirus 2	2697049	2403	PRJNA930974
SAMN33039867	WHP4078	WHP4078	Severe acute respiratory syndrome coronavirus 2	2697049	2405	PRJNA930974
SAMN33039868	WHP4079	WHP4079	Severe acute respiratory syndrome coronavirus 2	2697049	2406	PRJNA930974
SAMN33039869	WHP4082	WHP4082	Severe acute respiratory syndrome coronavirus 2	2697049	2419	PRJNA930974
SAMN33039870	WHP4083	WHP4083	Severe acute respiratory syndrome coronavirus 2	2697049	2430	PRJNA930974
SAMN33039871	WHP4084	WHP4084	Severe acute respiratory syndrome coronavirus 2	2697049	2438	PRJNA930974
SAMN33039872	WHP4085	WHP4085	Severe acute respiratory syndrome coronavirus 2	2697049	2444	PRJNA930974
SAMN33039873	WHP4086	WHP4086	Severe acute respiratory syndrome coronavirus 2	2697049	2361	PRJNA930974
SAMN33039874	WHP4088	WHP4088	Severe acute respiratory syndrome coronavirus 2	2697049	2391	PRJNA930974
SAMN33039875	WHP4089	WHP4089	Severe acute respiratory syndrome coronavirus 2	2697049	2410	PRJNA930974
SAMN33039876	WHP4090	WHP4090	Severe acute respiratory syndrome coronavirus 2	2697049	2456	PRJNA930974
SAMN33039877	WHP4091	WHP4091	Severe acute respiratory syndrome coronavirus 2	2697049	2421	PRJNA930974
SAMN33039878	WHP4092	WHP4092	Severe acute respiratory syndrome coronavirus 2	2697049	2452	PRJNA930974
SAMN33039879	WHP4093	WHP4093	Severe acute respiratory syndrome coronavirus 2	2697049	2453	PRJNA930974
SAMN33039880	WHP4094	WHP4094	Severe acute respiratory syndrome coronavirus 2	2697049	2454	PRJNA930974
SAMN33039881	WHP4095	WHP4095	Severe acute respiratory syndrome coronavirus 2	2697049	2455	PRJNA930974
SAMN33039882	WHP4096	WHP4096	Severe acute respiratory syndrome coronavirus 2	2697049	2457	PRJNA930974
SAMN33039883	WHP4097	WHP4097	Severe acute respiratory syndrome coronavirus 2	2697049	2458	PRJNA930974
SAMN33039884	WHP4098	WHP4098	Severe acute respiratory syndrome coronavirus 2	2697049	2459	PRJNA930974
SAMN33039885	WHP4101	WHP4101	Severe acute respiratory syndrome coronavirus 2	2697049	2465	PRJNA930974
SAMN33039886	WHP4102	WHP4102	Severe acute respiratory syndrome coronavirus 2	2697049	2464	PRJNA930974
SAMN33039887	WHP4103	WHP4103	Severe acute respiratory syndrome coronavirus 2	2697049	2463	PRJNA930974
SAMN33039888	WHP4104	WHP4104	Severe acute respiratory syndrome coronavirus 2	2697049	2462	PRJNA930974
SAMN33039889	WHP4105	WHP4105	Severe acute respiratory syndrome coronavirus 2	2697049	2461	PRJNA930974
SAMN33039890	WHP4106	WHP4106	Severe acute respiratory syndrome coronavirus 2	2697049	2460	PRJNA930974
SAMN33039891	WHP4110	WHP4110	Severe acute respiratory syndrome coronavirus 2	2697049	2476	PRJNA930974
SAMN33039892	WHP4111	WHP4111	Severe acute respiratory syndrome coronavirus 2	2697049	2475	PRJNA930974
SAMN33039893	WHP4112	WHP4112	Severe acute respiratory syndrome coronavirus 2	2697049	2474	PRJNA930974
SAMN33039894	WHP4113	WHP4113	Severe acute respiratory syndrome coronavirus 2	2697049	2473	PRJNA930974
SAMN33039895	WHP4114	WHP4114	Severe acute respiratory syndrome coronavirus 2	2697049	2472	PRJNA930974
SAMN33039896	WHP4115	WHP4115	Severe acute respiratory syndrome coronavirus 2	2697049	2471	PRJNA930974
SAMN33039897	WHP4116	WHP4116	Severe acute respiratory syndrome coronavirus 2	2697049	2470	PRJNA930974
SAMN33039898	WHP4117	WHP4117	Severe acute respiratory syndrome coronavirus 2	2697049	2469	PRJNA930974
SAMN33039899	WHP4118	WHP4118	Severe acute respiratory syndrome coronavirus 2	2697049	2468	PRJNA930974
SAMN33039900	WHP4119	WHP4119	Severe acute respiratory syndrome coronavirus 2	2697049	2466	PRJNA930974
SAMN33039901	WHP4120	WHP4120	Severe acute respiratory syndrome coronavirus 2	2697049	2488	PRJNA930974
SAMN33039902	WHP4121	WHP4121	Severe acute respiratory syndrome coronavirus 2	2697049	2485	PRJNA930974
SAMN33039903	WHP4122	WHP4122	Severe acute respiratory syndrome coronavirus 2	2697049	2484	PRJNA930974
SAMN33039904	WHP4123	WHP4123	Severe acute respiratory syndrome coronavirus 2	2697049	2483	PRJNA930974
SAMN33039905	WHP4124	WHP4124	Severe acute respiratory syndrome coronavirus 2	2697049	2482	PRJNA930974
SAMN33039906	WHP4125	WHP4125	Severe acute respiratory syndrome coronavirus 2	2697049	2481	PRJNA930974
SAMN33039907	WHP4126	WHP4126	Severe acute respiratory syndrome coronavirus 2	2697049	2480	PRJNA930974
SAMN33039908	WHP4127	WHP4127	Severe acute respiratory syndrome coronavirus 2	2697049	2479	PRJNA930974
SAMN33039909	WHP4128	WHP4128	Severe acute respiratory syndrome coronavirus 2	2697049	2478	PRJNA930974
SAMN33039910	WHP4129	WHP4129	Severe acute respiratory syndrome coronavirus 2	2697049	2477	PRJNA930974
SAMN33039911	WHP4130	WHP4130	Severe acute respiratory syndrome coronavirus 2	2697049	2493	PRJNA930974
SAMN33039912	WHP4131	WHP4131	Severe acute respiratory syndrome coronavirus 2	2697049	2494	PRJNA930974
SAMN33039913	WHP4132	WHP4132	Severe acute respiratory syndrome coronavirus 2	2697049	2495	PRJNA930974
SAMN33039914	WHP4133	WHP4133	Severe acute respiratory syndrome coronavirus 2	2697049	2499	PRJNA930974
SAMN33039915	WHP4134	WHP4134	Severe acute respiratory syndrome coronavirus 2	2697049	2498	PRJNA930974
SAMN33039916	WHP4135	WHP4135	Severe acute respiratory syndrome coronavirus 2	2697049	2497	PRJNA930974
SAMN33039917	WHP4136	WHP4136	Severe acute respiratory syndrome coronavirus 2	2697049	2496	PRJNA930974
SAMN33039918	WHP4138	WHP4138	Severe acute respiratory syndrome coronavirus 2	2697049	2492	PRJNA930974
SAMN33039919	WHP4139	WHP4139	Severe acute respiratory syndrome coronavirus 2	2697049	2489	PRJNA930974
SAMN33039920	WHP4143	WHP4143	Severe acute respiratory syndrome coronavirus 2	2697049	2508	PRJNA930974
SAMN33039921	WHP4144	WHP4144	Severe acute respiratory syndrome coronavirus 2	2697049	2506	PRJNA930974
SAMN33039922	WHP4146	WHP4146	Severe acute respiratory syndrome coronavirus 2	2697049	2505	PRJNA930974
SAMN33039923	WHP4147	WHP4147	Severe acute respiratory syndrome coronavirus 2	2697049	2504	PRJNA930974
SAMN33039924	WHP4148	WHP4148	Severe acute respiratory syndrome coronavirus 2	2697049	2503	PRJNA930974
SAMN33039925	WHP4149	WHP4149	Severe acute respiratory syndrome coronavirus 2	2697049	2502	PRJNA930974
SAMN33039926	WHP4150	WHP4150	Severe acute respiratory syndrome coronavirus 2	2697049	2486	PRJNA930974
SAMN33039927	WHP4151	WHP4151	Severe acute respiratory syndrome coronavirus 2	2697049	2509	PRJNA930974
SAMN33039928	WHP4152	WHP4152	Severe acute respiratory syndrome coronavirus 2	2697049	2514	PRJNA930974
SAMN33039929	WHP4153	WHP4153	Severe acute respiratory syndrome coronavirus 2	2697049	2467	PRJNA930974
SAMN33039930	WHP4154	WHP4154	Severe acute respiratory syndrome coronavirus 2	2697049	2507	PRJNA930974
SAMN33039931	WHP4155	WHP4155	Severe acute respiratory syndrome coronavirus 2	2697049	2501	PRJNA930974
SAMN33039932	WHP4157	WHP4157	Severe acute respiratory syndrome coronavirus 2	2697049	2500	PRJNA930974
SAMN33039933	WHP4158	WHP4158	Severe acute respiratory syndrome coronavirus 2	2697049	2558	PRJNA930974
SAMN33039934	WHP4161	WHP4161	Severe acute respiratory syndrome coronavirus 2	2697049	2517	PRJNA930974
SAMN33039935	WHP4162	WHP4162	Severe acute respiratory syndrome coronavirus 2	2697049	2518	PRJNA930974
SAMN33039936	WHP4163	WHP4163	Severe acute respiratory syndrome coronavirus 2	2697049	2519	PRJNA930974
SAMN33039937	WHP4164	WHP4164	Severe acute respiratory syndrome coronavirus 2	2697049	2520	PRJNA930974
SAMN33039938	WHP4167	WHP4167	Severe acute respiratory syndrome coronavirus 2	2697049	2487	PRJNA930974
SAMN33039939	WHP4168	WHP4168	Severe acute respiratory syndrome coronavirus 2	2697049	2491	PRJNA930974
SAMN33039940	WHP4170	WHP4170	Severe acute respiratory syndrome coronavirus 2	2697049	2510	PRJNA930974
SAMN33039941	WHP4171	WHP4171	Severe acute respiratory syndrome coronavirus 2	2697049	2511	PRJNA930974
SAMN33039942	WHP4172	WHP4172	Severe acute respiratory syndrome coronavirus 2	2697049	2513	PRJNA930974
SAMN33039943	WHP4173	WHP4173	Severe acute respiratory syndrome coronavirus 2	2697049	2515	PRJNA930974
SAMN33039944	WHP4174	WHP4174	Severe acute respiratory syndrome coronavirus 2	2697049	2516	PRJNA930974
SAMN33039945	WHP4175	WHP4175	Severe acute respiratory syndrome coronavirus 2	2697049	2557	PRJNA930974
SAMN33039946	WHP4176	WHP4176	Severe acute respiratory syndrome coronavirus 2	2697049	2559	PRJNA930974
SAMN33039947	WHP4178	WHP4178	Severe acute respiratory syndrome coronavirus 2	2697049	2560	PRJNA930974
SAMN33039948	WHP4179	WHP4179	Severe acute respiratory syndrome coronavirus 2	2697049	2562	PRJNA930974
SAMN33039949	WHP4180	WHP4180	Severe acute respiratory syndrome coronavirus 2	2697049	2548	PRJNA930974
SAMN33039950	WHP4181	WHP4181	Severe acute respiratory syndrome coronavirus 2	2697049	2549	PRJNA930974
SAMN33039951	WHP4182	WHP4182	Severe acute respiratory syndrome coronavirus 2	2697049	2550	PRJNA930974
SAMN33039952	WHP4183	WHP4183	Severe acute respiratory syndrome coronavirus 2	2697049	2551	PRJNA930974
SAMN33039953	WHP4184	WHP4184	Severe acute respiratory syndrome coronavirus 2	2697049	2552	PRJNA930974
SAMN33039954	WHP4185	WHP4185	Severe acute respiratory syndrome coronavirus 2	2697049	2553	PRJNA930974
SAMN33039955	WHP4186	WHP4186	Severe acute respiratory syndrome coronavirus 2	2697049	2554	PRJNA930974
SAMN33039956	WHP4187	WHP4187	Severe acute respiratory syndrome coronavirus 2	2697049	2555	PRJNA930974
SAMN33039957	WHP4188	WHP4188	Severe acute respiratory syndrome coronavirus 2	2697049	2556	PRJNA930974
SAMN33039958	WHP4190	WHP4190	Severe acute respiratory syndrome coronavirus 2	2697049	2540	PRJNA930974
SAMN33039959	WHP4191	WHP4191	Severe acute respiratory syndrome coronavirus 2	2697049	2541	PRJNA930974
SAMN33039960	WHP4192	WHP4192	Severe acute respiratory syndrome coronavirus 2	2697049	2542	PRJNA930974
SAMN33039961	WHP4193	WHP4193	Severe acute respiratory syndrome coronavirus 2	2697049	2543	PRJNA930974
SAMN33039962	WHP4194	WHP4194	Severe acute respiratory syndrome coronavirus 2	2697049	2544	PRJNA930974
SAMN33039963	WHP4195	WHP4195	Severe acute respiratory syndrome coronavirus 2	2697049	2545	PRJNA930974
SAMN33039964	WHP4196	WHP4196	Severe acute respiratory syndrome coronavirus 2	2697049	2546	PRJNA930974
SAMN33039965	WHP4199	WHP4199	Severe acute respiratory syndrome coronavirus 2	2697049	2547	PRJNA930974
SAMN33039966	WHP4200	WHP4200	Severe acute respiratory syndrome coronavirus 2	2697049	2532	PRJNA930974
SAMN33039967	WHP4202	WHP4202	Severe acute respiratory syndrome coronavirus 2	2697049	2533	PRJNA930974
SAMN33039968	WHP4203	WHP4203	Severe acute respiratory syndrome coronavirus 2	2697049	2534	PRJNA930974
SAMN33039969	WHP4204	WHP4204	Severe acute respiratory syndrome coronavirus 2	2697049	2535	PRJNA930974
SAMN33039970	WHP4205	WHP4205	Severe acute respiratory syndrome coronavirus 2	2697049	2536	PRJNA930974
SAMN33039971	WHP4206	WHP4206	Severe acute respiratory syndrome coronavirus 2	2697049	2537	PRJNA930974
SAMN33039972	WHP4207	WHP4207	Severe acute respiratory syndrome coronavirus 2	2697049	2538	PRJNA930974
SAMN33039973	WHP4209	WHP4209	Severe acute respiratory syndrome coronavirus 2	2697049	2539	PRJNA930974
SAMN33039974	WHP4210	WHP4210	Severe acute respiratory syndrome coronavirus 2	2697049	2521	PRJNA930974
SAMN33039975	WHP4211	WHP4211	Severe acute respiratory syndrome coronavirus 2	2697049	2522	PRJNA930974
SAMN33039976	WHP4212	WHP4212	Severe acute respiratory syndrome coronavirus 2	2697049	2523	PRJNA930974
SAMN33039977	WHP4213	WHP4213	Severe acute respiratory syndrome coronavirus 2	2697049	2524	PRJNA930974
SAMN33039978	WHP4214	WHP4214	Severe acute respiratory syndrome coronavirus 2	2697049	2526	PRJNA930974
SAMN33039979	WHP4215	WHP4215	Severe acute respiratory syndrome coronavirus 2	2697049	2527	PRJNA930974
SAMN33039980	WHP4216	WHP4216	Severe acute respiratory syndrome coronavirus 2	2697049	2528	PRJNA930974
SAMN33039981	WHP4217	WHP4217	Severe acute respiratory syndrome coronavirus 2	2697049	2529	PRJNA930974
SAMN33039982	WHP4218	WHP4218	Severe acute respiratory syndrome coronavirus 2	2697049	2530	PRJNA930974
SAMN33039983	WHP4219	WHP4219	Severe acute respiratory syndrome coronavirus 2	2697049	2531	PRJNA930974
SAMN33039984	WHP4227	WHP4227	Severe acute respiratory syndrome coronavirus 2	2697049	2490	PRJNA930974
SAMN33039985	WHP4228	WHP4228	Severe acute respiratory syndrome coronavirus 2	2697049	2512	PRJNA930974
SAMN33039986	WHP4229	WHP4229	Severe acute respiratory syndrome coronavirus 2	2697049	2574	PRJNA930974
SAMN33039987	WHP4232	WHP4232	Severe acute respiratory syndrome coronavirus 2	2697049	2575	PRJNA930974
SAMN33039988	WHP4233	WHP4233	Severe acute respiratory syndrome coronavirus 2	2697049	2576	PRJNA930974
SAMN33039989	WHP4234	WHP4234	Severe acute respiratory syndrome coronavirus 2	2697049	2577	PRJNA930974
SAMN33039990	WHP4235	WHP4235	Severe acute respiratory syndrome coronavirus 2	2697049	2578	PRJNA930974
SAMN33039991	WHP4236	WHP4236	Severe acute respiratory syndrome coronavirus 2	2697049	2579	PRJNA930974
SAMN33039992	WHP4237	WHP4237	Severe acute respiratory syndrome coronavirus 2	2697049	2580	PRJNA930974
SAMN33039993	WHP4238	WHP4238	Severe acute respiratory syndrome coronavirus 2	2697049	2581	PRJNA930974
SAMN33039994	WHP4239	WHP4239	Severe acute respiratory syndrome coronavirus 2	2697049	2566	PRJNA930974
SAMN33039995	WHP4240	WHP4240	Severe acute respiratory syndrome coronavirus 2	2697049	2567	PRJNA930974
SAMN33039996	WHP4241	WHP4241	Severe acute respiratory syndrome coronavirus 2	2697049	2568	PRJNA930974
SAMN33039997	WHP4242	WHP4242	Severe acute respiratory syndrome coronavirus 2	2697049	2569	PRJNA930974
SAMN33039998	WHP4243	WHP4243	Severe acute respiratory syndrome coronavirus 2	2697049	2570	PRJNA930974
SAMN33039999	WHP4245	WHP4245	Severe acute respiratory syndrome coronavirus 2	2697049	2571	PRJNA930974
SAMN33040000	WHP4246	WHP4246	Severe acute respiratory syndrome coronavirus 2	2697049	2572	PRJNA930974
SAMN33040001	WHP4248	WHP4248	Severe acute respiratory syndrome coronavirus 2	2697049	2573	PRJNA930974
SAMN33040002	WHP4255	WHP4255	Severe acute respiratory syndrome coronavirus 2	2697049	2561	PRJNA930974
SAMN33040003	WHP4256	WHP4256	Severe acute respiratory syndrome coronavirus 2	2697049	2563	PRJNA930974
SAMN33040004	WHP4257	WHP4257	Severe acute respiratory syndrome coronavirus 2	2697049	2564	PRJNA930974
SAMN33040005	WHP4258	WHP4258	Severe acute respiratory syndrome coronavirus 2	2697049	2565	PRJNA930974
SAMN33040006	WHP4260	WHP4260	Severe acute respiratory syndrome coronavirus 2	2697049	2595	PRJNA930974
SAMN33040007	WHP4264	WHP4264	Severe acute respiratory syndrome coronavirus 2	2697049	2591	PRJNA930974
SAMN33040008	WHP4269	WHP4269	Severe acute respiratory syndrome coronavirus 2	2697049	2592	PRJNA930974
SAMN33040009	WHP4271	WHP4271	Severe acute respiratory syndrome coronavirus 2	2697049	2594	PRJNA930974
SAMN33040010	WHP4272	WHP4272	Severe acute respiratory syndrome coronavirus 2	2697049	2525	PRJNA930974
SAMN33040011	WHP4274	WHP4274	Severe acute respiratory syndrome coronavirus 2	2697049	2582	PRJNA930974
SAMN33040012	WHP4275	WHP4275	Severe acute respiratory syndrome coronavirus 2	2697049	2583	PRJNA930974
SAMN33040013	WHP4276	WHP4276	Severe acute respiratory syndrome coronavirus 2	2697049	2584	PRJNA930974
SAMN33040014	WHP4277	WHP4277	Severe acute respiratory syndrome coronavirus 2	2697049	2585	PRJNA930974
SAMN33040015	WHP4278	WHP4278	Severe acute respiratory syndrome coronavirus 2	2697049	2586	PRJNA930974
SAMN33040016	WHP4279	WHP4279	Severe acute respiratory syndrome coronavirus 2	2697049	2588	PRJNA930974
SAMN33040017	WHP4280	WHP4280	Severe acute respiratory syndrome coronavirus 2	2697049	2589	PRJNA930974
SAMN33040018	WHP4281	WHP4281	Severe acute respiratory syndrome coronavirus 2	2697049	2590	PRJNA930974
SAMN33040019	WHP4307	WHP4307	Severe acute respiratory syndrome coronavirus 2	2697049	2618	PRJNA930974
SAMN33040020	WHP4308	WHP4308	Severe acute respiratory syndrome coronavirus 2	2697049	2619	PRJNA930974
SAMN33040021	WHP4309	WHP4309	Severe acute respiratory syndrome coronavirus 2	2697049	2620	PRJNA930974
SAMN33040022	WHP4313	WHP4313	Severe acute respiratory syndrome coronavirus 2	2697049	2610	PRJNA930974
SAMN33040023	WHP4314	WHP4314	Severe acute respiratory syndrome coronavirus 2	2697049	2611	PRJNA930974
SAMN33040024	WHP4315	WHP4315	Severe acute respiratory syndrome coronavirus 2	2697049	2612	PRJNA930974
SAMN33040025	WHP4316	WHP4316	Severe acute respiratory syndrome coronavirus 2	2697049	2613	PRJNA930974
SAMN33040026	WHP4317	WHP4317	Severe acute respiratory syndrome coronavirus 2	2697049	2614	PRJNA930974
SAMN33040027	WHP4318	WHP4318	Severe acute respiratory syndrome coronavirus 2	2697049	2615	PRJNA930974
SAMN33040028	WHP4319	WHP4319	Severe acute respiratory syndrome coronavirus 2	2697049	2616	PRJNA930974
SAMN33040029	WHP4320	WHP4320	Severe acute respiratory syndrome coronavirus 2	2697049	2617	PRJNA930974
SAMN33040030	WHP4321	WHP4321	Severe acute respiratory syndrome coronavirus 2	2697049	2603	PRJNA930974
SAMN33040031	WHP4322	WHP4322	Severe acute respiratory syndrome coronavirus 2	2697049	2604	PRJNA930974
SAMN33040032	WHP4323	WHP4323	Severe acute respiratory syndrome coronavirus 2	2697049	2605	PRJNA930974
SAMN33040033	WHP4325	WHP4325	Severe acute respiratory syndrome coronavirus 2	2697049	2606	PRJNA930974
SAMN33040034	WHP4327	WHP4327	Severe acute respiratory syndrome coronavirus 2	2697049	2607	PRJNA930974
SAMN33040035	WHP4328	WHP4328	Severe acute respiratory syndrome coronavirus 2	2697049	2608	PRJNA930974
SAMN33040036	WHP4331	WHP4331	Severe acute respiratory syndrome coronavirus 2	2697049	2599	PRJNA930974
SAMN33040037	WHP4333	WHP4333	Severe acute respiratory syndrome coronavirus 2	2697049	2600	PRJNA930974
SAMN33040038	WHP4334	WHP4334	Severe acute respiratory syndrome coronavirus 2	2697049	2601	PRJNA930974
SAMN33040039	WHP4339	WHP4339	Severe acute respiratory syndrome coronavirus 2	2697049	2602	PRJNA930974
SAMN33040040	WHP4343	WHP4343	Severe acute respiratory syndrome coronavirus 2	2697049	2587	PRJNA930974
